Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_Score,Credit_Utilization,Open_Accounts,Prev_Loan_Count,Prev_Loans_Repaid,Prev_Loan_Defaults,Avg_Prev_Loan_Amount,Repayment_Rate,Property_Area,Loan_Status
LP005622,Female,Yes,1,Graduate,No,1389,1843,129.0,360.0,,2.4,5.0,3.0,3.0,0.0,176.5,1.0,Semiurban,Y
LP005623,Female,Yes,2,Not Graduate,No,7513,1359,800.0,360.0,642.0,42.5,4.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP005624,Female,Yes,3+,Graduate,No,8239,1557,630.0,360.0,672.0,57.5,2.0,3.0,2.0,1.0,105.9,0.67,Semiurban,N
LP005625,Male,Yes,0,Graduate,Yes,4974,3459,716.0,36.0,,9.9,7.0,2.0,1.0,1.0,352.8,0.5,Semiurban,N
LP005626,Female,Yes,0,Not Graduate,No,7829,0,222.0,360.0,653.0,8.9,6.0,2.0,1.0,1.0,284.7,0.5,Rural,N
LP005627,Male,No,2,Graduate,No,12445,1359,800.0,480.0,739.0,15.2,5.0,3.0,2.0,1.0,370.6,0.67,Urban,Y
LP005628,Male,Yes,2,Not Graduate,,3391,1861,560.0,360.0,664.0,77.6,0.0,6.0,4.0,2.0,179.3,0.67,Semiurban,N
LP005629,Male,No,0,Graduate,No,2866,0,242.0,360.0,684.0,22.2,6.0,5.0,4.0,,78.3,0.8,Urban,Y
LP005630,Male,No,0,Graduate,Yes,6912,1657,436.0,300.0,633.0,21.7,4.0,1.0,1.0,0.0,500.0,1.0,Urban,N
LP005631,Female,Yes,1,Graduate,No,10284,0,,,573.0,39.8,0.0,8.0,4.0,4.0,164.1,0.5,Urban,N
LP005632,Male,Yes,0,Graduate,No,2970,1839,120.0,360.0,650.0,20.1,4.0,6.0,5.0,1.0,132.2,0.83,Urban,N
LP005633,,Yes,2,Graduate,No,10772,0,800.0,360.0,773.0,10.4,2.0,1.0,1.0,0.0,358.6,1.0,Semiurban,Y
LP005634,Male,Yes,1,Graduate,No,3544,0,157.0,360.0,850.0,23.0,2.0,1.0,1.0,0.0,187.9,1.0,Urban,Y
LP005635,Male,Yes,0,Graduate,No,5089,2802,140.0,360.0,822.0,42.0,,2.0,2.0,0.0,150.8,1.0,Urban,Y
LP005636,Male,No,0,Not Graduate,Yes,3576,413,469.0,360.0,701.0,27.7,5.0,1.0,1.0,0.0,157.9,1.0,Semiurban,Y
LP005637,Male,No,3+,Graduate,,5166,4479,800.0,360.0,800.0,43.8,3.0,3.0,3.0,0.0,500.0,1.0,Urban,Y
LP005638,Female,No,0,Graduate,No,2368,0,233.0,360.0,850.0,49.5,4.0,3.0,3.0,0.0,183.5,1.0,Rural,Y
LP005639,Male,Yes,0,Graduate,No,8245,0,488.0,360.0,776.0,41.1,5.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP005640,Male,Yes,2,Not Graduate,No,1667,909,188.0,240.0,634.0,44.7,2.0,4.0,2.0,2.0,195.7,0.5,Urban,N
LP005641,Male,Yes,2,Not Graduate,No,2538,0,258.0,360.0,710.0,19.1,4.0,1.0,1.0,0.0,130.1,1.0,Urban,Y
LP005642,Female,Yes,1,Graduate,No,9682,2333,800.0,60.0,850.0,18.2,3.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP005643,Male,Yes,1,Graduate,No,17289,0,364.0,480.0,682.0,61.6,3.0,1.0,1.0,0.0,500.0,1.0,Semiurban,Y
LP005644,Male,No,3+,Not Graduate,No,3238,428,327.0,360.0,706.0,46.0,6.0,3.0,2.0,1.0,66.2,0.67,Rural,N
LP005645,Male,Yes,0,Graduate,Yes,11163,1258,800.0,360.0,681.0,21.3,6.0,4.0,3.0,1.0,227.3,0.75,Urban,N
LP005646,Male,No,1,Graduate,,9661,4481,473.0,360.0,720.0,11.4,3.0,1.0,1.0,0.0,500.0,1.0,Semiurban,Y
LP005647,Male,No,1,Graduate,No,5679,0,416.0,360.0,,64.7,6.0,1.0,1.0,0.0,62.8,1.0,Semiurban,Y
LP005648,Male,Yes,0,Graduate,No,3334,0,253.0,300.0,784.0,11.5,0.0,,5.0,0.0,220.9,1.0,Semiurban,Y
LP005649,Male,No,0,Graduate,Yes,10321,1826,311.0,120.0,742.0,36.8,7.0,,0.0,0.0,0.0,0.0,Urban,Y
LP005650,Male,Yes,2,Graduate,No,3972,7527,800.0,120.0,839.0,44.0,3.0,6.0,6.0,0.0,500.0,1.0,Rural,Y
LP005651,Male,Yes,0,Graduate,Yes,5878,0,136.0,300.0,684.0,52.3,3.0,8.0,6.0,2.0,292.4,0.75,Semiurban,N
LP005652,Male,No,3+,Graduate,No,1215,0,28.0,360.0,741.0,,2.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP005653,Male,Yes,1,Graduate,Yes,3492,2191,489.0,360.0,755.0,17.8,3.0,3.0,3.0,0.0,368.6,1.0,Urban,Y
LP005654,Male,No,2,Graduate,No,3082,0,320.0,12.0,656.0,22.5,2.0,4.0,3.0,1.0,164.0,0.75,Semiurban,N
LP005655,Male,No,2,Graduate,No,4796,4124,544.0,360.0,653.0,25.0,4.0,1.0,1.0,0.0,500.0,1.0,Urban,Y
LP005656,Male,No,2,Graduate,Yes,3684,0,215.0,360.0,698.0,15.9,2.0,1.0,1.0,0.0,128.7,1.0,Semiurban,N
LP005657,Male,No,2,Graduate,Yes,3278,1396,296.0,360.0,754.0,43.4,6.0,0.0,0.0,0.0,0.0,0.0,Rural,Y
LP005658,Female,Yes,2,Graduate,No,4436,0,336.0,360.0,771.0,20.8,5.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP005659,Female,Yes,1,Graduate,No,2793,0,309.0,360.0,712.0,15.3,4.0,7.0,6.0,1.0,151.8,0.86,Rural,Y
LP005660,Male,Yes,1,Graduate,No,1646,4508,364.0,240.0,755.0,10.6,3.0,3.0,3.0,0.0,301.8,1.0,Semiurban,Y
LP005661,Male,Yes,0,Not Graduate,No,3400,0,368.0,360.0,626.0,71.3,7.0,2.0,1.0,1.0,222.9,0.5,Semiurban,N
LP005662,Male,Yes,2,Graduate,Yes,3881,0,86.0,120.0,723.0,33.2,3.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP005663,Female,No,0,Not Graduate,No,6976,4372,216.0,360.0,803.0,28.0,3.0,1.0,1.0,0.0,239.5,1.0,Urban,Y
LP005664,Male,Yes,1,Graduate,No,3930,1978,363.0,360.0,649.0,22.2,4.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP005665,Male,No,0,Graduate,Yes,5619,5044,800.0,300.0,619.0,55.7,5.0,0.0,,0.0,0.0,0.0,Rural,N
LP005666,Female,No,2,Graduate,,2880,2500,542.0,360.0,699.0,25.5,2.0,2.0,1.0,1.0,316.0,0.5,Semiurban,N
LP005667,Male,Yes,3+,Not Graduate,No,4399,0,141.0,360.0,,19.6,3.0,1.0,1.0,,210.0,1.0,Semiurban,Y
LP005668,Female,Yes,2,Graduate,Yes,1574,0,131.0,360.0,810.0,26.6,4.0,1.0,1.0,0.0,35.4,,Urban,Y
LP005669,Male,Yes,1,Graduate,No,3050,6905,800.0,360.0,590.0,41.8,2.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP005670,Male,Yes,1,Graduate,No,1200,1124,156.0,360.0,628.0,20.7,4.0,2.0,1.0,1.0,87.9,0.5,Urban,N
LP005671,Female,Yes,0,Graduate,Yes,2176,3915,120.0,240.0,564.0,45.0,7.0,4.0,2.0,2.0,158.6,0.5,Urban,N
LP005672,Male,Yes,0,Graduate,No,2071,0,184.0,360.0,800.0,11.5,6.0,1.0,1.0,,128.8,1.0,Rural,Y
LP005673,Male,No,0,Graduate,No,6432,0,701.0,300.0,850.0,9.8,5.0,7.0,6.0,1.0,91.3,0.86,Urban,Y
LP005674,Male,Yes,0,Graduate,No,5493,1014,341.0,360.0,690.0,36.1,5.0,3.0,2.0,1.0,408.4,0.67,Semiurban,Y
LP005675,Female,No,3+,Not Graduate,Yes,8441,8781,800.0,360.0,709.0,15.2,3.0,3.0,3.0,0.0,500.0,1.0,Rural,Y
LP005676,Male,No,0,Graduate,No,2014,0,,360.0,787.0,19.2,4.0,7.0,7.0,0.0,31.5,1.0,Semiurban,Y
LP005677,Male,Yes,1,Graduate,No,7280,0,533.0,360.0,721.0,36.2,5.0,6.0,,1.0,159.9,0.83,Rural,Y
LP005678,Male,Yes,3+,Not Graduate,No,3145,4245,,36.0,794.0,4.9,6.0,2.0,2.0,,208.9,1.0,Semiurban,Y
LP005679,Male,No,1,Graduate,No,13049,3999,800.0,360.0,819.0,28.9,6.0,3.0,3.0,,500.0,1.0,Urban,Y
LP005680,Male,No,0,Graduate,No,3995,1598,198.0,360.0,592.0,75.8,9.0,4.0,2.0,2.0,398.7,0.5,Semiurban,N
LP005681,Male,Yes,0,Graduate,Yes,11651,1753,555.0,300.0,823.0,47.8,3.0,5.0,5.0,0.0,342.7,1.0,Urban,Y
LP005682,Male,Yes,0,Graduate,No,24981,0,800.0,360.0,704.0,21.1,2.0,2.0,2.0,0.0,500.0,1.0,Rural,Y
LP005683,Female,Yes,2,Graduate,Yes,5733,0,427.0,,743.0,46.0,2.0,3.0,3.0,0.0,281.4,1.0,Semiurban,Y
LP005684,Male,Yes,0,Graduate,No,12952,0,246.0,240.0,673.0,20.5,7.0,,0.0,0.0,0.0,0.0,Urban,Y
LP005685,Male,Yes,2,Graduate,No,3645,746,408.0,480.0,694.0,11.1,1.0,1.0,1.0,0.0,90.7,1.0,Semiurban,Y
LP005686,Female,Yes,3+,Graduate,Yes,9767,4132,800.0,360.0,850.0,19.2,5.0,1.0,1.0,0.0,500.0,1.0,Rural,Y
LP005687,Male,No,0,Not Graduate,No,4279,0,315.0,360.0,627.0,29.4,2.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP005688,Female,Yes,0,Not Graduate,Yes,6249,0,698.0,360.0,614.0,30.4,,3.0,2.0,1.0,109.4,,Urban,N
LP005689,Male,Yes,1,Not Graduate,Yes,6019,1616,300.0,480.0,681.0,35.4,3.0,4.0,3.0,1.0,258.2,,Urban,N
LP005690,Male,Yes,0,Not Graduate,Yes,3999,0,357.0,360.0,440.0,73.4,6.0,1.0,0.0,1.0,101.4,0.0,Semiurban,N
LP005691,Male,No,1,Graduate,No,1826,0,158.0,360.0,733.0,34.0,5.0,4.0,3.0,1.0,111.9,0.75,Semiurban,N
LP005692,Male,Yes,1,Graduate,No,1970,2306,294.0,360.0,646.0,30.4,2.0,0.0,0.0,,0.0,0.0,Urban,N
LP005693,Male,No,0,Graduate,No,8921,1141,163.0,360.0,561.0,36.1,5.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP005694,Male,Yes,3+,Graduate,No,4975,5870,565.0,360.0,539.0,45.2,2.0,5.0,2.0,3.0,500.0,,Semiurban,N
LP005695,Female,Yes,0,Graduate,No,7969,0,149.0,360.0,763.0,74.0,7.0,5.0,5.0,0.0,211.8,1.0,Semiurban,Y
LP005696,Male,Yes,0,Graduate,No,3291,2252,111.0,300.0,699.0,20.3,4.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP005697,Male,No,,Graduate,No,3610,0,301.0,360.0,850.0,9.5,4.0,1.0,1.0,0.0,119.2,1.0,Semiurban,Y
LP005698,Male,Yes,0,Graduate,No,3588,1043,198.0,360.0,850.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP005699,Female,No,0,Graduate,No,1633,0,47.0,360.0,607.0,58.9,4.0,3.0,2.0,1.0,60.9,0.67,Urban,N
LP005700,Male,No,3+,Graduate,Yes,3613,0,276.0,360.0,535.0,,,4.0,1.0,3.0,112.7,0.25,Rural,N
LP005701,,No,0,Graduate,No,3682,0,385.0,360.0,773.0,56.3,3.0,2.0,2.0,0.0,264.1,1.0,Semiurban,Y
LP005702,Male,Yes,0,Graduate,No,4420,0,259.0,300.0,669.0,30.5,1.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP005703,Male,No,1,Not Graduate,No,3824,0,287.0,360.0,619.0,,4.0,6.0,3.0,3.0,81.6,0.5,Rural,N
LP005704,Male,Yes,0,Not Graduate,No,10070,600,800.0,480.0,,44.4,8.0,2.0,2.0,,500.0,1.0,Urban,Y
LP005705,Female,Yes,1,Graduate,No,3138,756,108.0,240.0,610.0,23.6,2.0,1.0,1.0,0.0,,1.0,Rural,N
LP005706,Male,Yes,0,Not Graduate,No,7348,1422,800.0,180.0,470.0,54.8,4.0,6.0,2.0,4.0,500.0,0.33,Semiurban,N
LP005707,Female,No,1,Graduate,No,5326,0,407.0,360.0,697.0,65.0,3.0,2.0,2.0,0.0,187.5,1.0,Semiurban,N
LP005708,Male,Yes,0,Graduate,No,4530,0,536.0,300.0,655.0,,8.0,3.0,2.0,1.0,279.3,0.67,Rural,Y
LP005709,Male,Yes,3+,Graduate,Yes,6981,0,163.0,360.0,647.0,51.9,3.0,5.0,2.0,3.0,166.3,0.4,Semiurban,N
LP005710,Female,Yes,0,Graduate,No,3630,0,414.0,360.0,619.0,24.2,4.0,0.0,0.0,0.0,0.0,,Rural,N
LP005711,Male,Yes,1,Graduate,Yes,3247,0,166.0,360.0,742.0,49.9,1.0,3.0,3.0,0.0,141.6,1.0,Urban,Y
LP005712,Female,Yes,3+,Graduate,No,3580,1521,327.0,360.0,695.0,16.4,2.0,0.0,0.0,0.0,0.0,0.0,Rural,Y
LP005713,Male,Yes,0,Graduate,No,5033,0,173.0,360.0,738.0,33.8,5.0,2.0,2.0,0.0,269.7,1.0,Rural,Y
LP005714,Female,Yes,0,Graduate,No,1479,3060,539.0,360.0,685.0,22.9,5.0,3.0,2.0,1.0,127.1,0.67,Rural,N
LP005715,Male,Yes,0,Graduate,No,4022,784,,360.0,647.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP005716,Male,No,3+,Not Graduate,No,6738,0,246.0,360.0,677.0,46.9,3.0,3.0,2.0,1.0,317.7,0.67,Rural,N
LP005717,Male,Yes,2,Graduate,No,4382,0,71.0,360.0,585.0,75.0,5.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP005718,Male,Yes,3+,Not Graduate,Yes,4773,0,433.0,240.0,665.0,29.7,5.0,4.0,3.0,1.0,58.2,0.75,Rural,N
LP005719,Male,Yes,2,Not Graduate,No,5863,3745,164.0,360.0,779.0,,8.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP005720,Male,No,0,Graduate,No,4688,0,168.0,360.0,716.0,3.8,3.0,1.0,1.0,0.0,275.8,1.0,Semiurban,Y
LP005721,Male,Yes,0,Graduate,No,1678,2530,84.0,,567.0,45.1,4.0,4.0,2.0,2.0,56.3,0.5,Urban,N
LP005722,Male,Yes,3+,Graduate,,10667,0,727.0,360.0,,27.9,6.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP005723,Female,Yes,0,Graduate,No,21339,4637,800.0,240.0,611.0,59.3,4.0,2.0,1.0,1.0,500.0,0.5,Semiurban,N
LP005724,Male,No,0,Graduate,Yes,11102,0,800.0,360.0,595.0,66.9,4.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP005725,Male,Yes,1,Graduate,No,3911,1452,293.0,360.0,728.0,18.3,2.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP005726,Male,Yes,0,Graduate,No,2613,0,78.0,360.0,596.0,29.2,0.0,5.0,3.0,2.0,62.3,0.6,Semiurban,N
LP005727,,Yes,0,Graduate,No,11029,0,792.0,360.0,743.0,25.8,1.0,4.0,4.0,0.0,500.0,1.0,Rural,Y
LP005728,Male,Yes,1,Graduate,No,4845,2232,122.0,360.0,630.0,42.7,2.0,3.0,2.0,1.0,245.1,0.67,Rural,N
LP005729,Male,Yes,0,Graduate,No,7769,0,400.0,360.0,707.0,16.3,4.0,4.0,4.0,0.0,366.4,1.0,Urban,Y
LP005730,Female,No,0,Not Graduate,No,2452,5075,800.0,84.0,757.0,11.2,4.0,,3.0,0.0,268.8,1.0,Rural,Y
LP005731,Female,Yes,1,Graduate,No,6044,0,599.0,180.0,743.0,18.2,3.0,0.0,0.0,,0.0,0.0,Rural,N
LP005732,Male,,1,Graduate,No,5610,5345,601.0,84.0,680.0,38.3,7.0,3.0,2.0,1.0,450.8,0.67,Urban,N
LP005733,,Yes,,Graduate,Yes,10208,0,800.0,480.0,744.0,43.3,6.0,1.0,1.0,0.0,213.6,,Rural,Y
LP005734,Male,Yes,0,Graduate,Yes,7265,3447,591.0,360.0,660.0,31.9,3.0,3.0,3.0,0.0,311.1,1.0,Rural,Y
LP005735,Male,Yes,,Graduate,No,4916,2118,585.0,360.0,699.0,23.1,1.0,2.0,2.0,0.0,121.7,1.0,Semiurban,Y
LP005736,Male,Yes,0,Graduate,No,13837,0,800.0,180.0,828.0,45.8,2.0,1.0,1.0,0.0,500.0,1.0,Semiurban,Y
LP005737,Male,No,0,Graduate,No,3785,3741,626.0,480.0,706.0,26.8,4.0,0.0,,0.0,0.0,0.0,Rural,Y
LP005738,Male,Yes,0,Not Graduate,No,11163,4338,800.0,360.0,614.0,27.3,3.0,1.0,1.0,0.0,500.0,1.0,Urban,N
LP005739,Male,No,0,Graduate,No,6242,0,120.0,360.0,580.0,54.5,2.0,2.0,1.0,1.0,280.6,0.5,Rural,N
LP005740,Male,No,1,Not Graduate,No,6940,0,284.0,240.0,700.0,23.7,4.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP005741,Female,Yes,3+,Graduate,Yes,26478,3066,800.0,360.0,639.0,27.3,2.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP005742,Male,No,0,Not Graduate,No,1230,277,,360.0,613.0,20.7,4.0,2.0,1.0,1.0,50.0,0.5,Urban,N
LP005743,Female,Yes,2,Not Graduate,No,1932,4227,277.0,360.0,760.0,21.5,4.0,,2.0,0.0,240.3,1.0,Semiurban,Y
LP005744,Female,Yes,3+,Graduate,No,8997,0,800.0,360.0,745.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP005745,Male,No,0,Graduate,No,7701,0,800.0,300.0,666.0,23.6,2.0,3.0,2.0,1.0,496.0,0.67,Semiurban,Y
LP005746,Male,Yes,0,Graduate,Yes,4802,0,349.0,240.0,706.0,,8.0,0.0,0.0,0.0,0.0,0.0,Rural,Y
LP005747,Male,Yes,1,Graduate,No,8706,740,800.0,120.0,606.0,60.2,6.0,2.0,1.0,1.0,500.0,0.5,Semiurban,N
LP005748,Female,No,0,Graduate,No,2275,2066,333.0,300.0,850.0,41.8,4.0,1.0,1.0,0.0,49.0,1.0,Semiurban,Y
LP005749,Female,No,2,Not Graduate,No,14374,0,800.0,360.0,604.0,57.4,3.0,2.0,1.0,1.0,500.0,0.5,Urban,N
LP005750,Male,Yes,2,Graduate,No,10219,2820,800.0,,654.0,28.7,,2.0,2.0,,434.6,1.0,Rural,Y
LP005751,Male,No,0,Graduate,No,12225,10872,,300.0,755.0,50.3,3.0,4.0,4.0,0.0,500.0,1.0,Semiurban,Y
LP005752,Female,Yes,0,Graduate,Yes,1729,0,104.0,240.0,776.0,33.3,6.0,0.0,0.0,0.0,,0.0,Rural,Y
LP005753,Male,No,0,Not Graduate,No,8436,3295,800.0,360.0,596.0,14.6,4.0,4.0,,2.0,149.3,0.5,Semiurban,N
LP005754,Female,Yes,0,Graduate,,4451,0,214.0,360.0,723.0,19.7,4.0,2.0,2.0,0.0,145.5,1.0,Rural,Y
LP005755,Female,No,0,Graduate,No,18633,0,800.0,180.0,687.0,79.6,3.0,5.0,4.0,1.0,279.0,0.8,Rural,N
LP005756,Male,Yes,2,Graduate,No,5202,6686,,360.0,607.0,59.1,2.0,1.0,1.0,0.0,164.9,1.0,Urban,N
LP005757,Male,No,0,Graduate,No,2610,0,200.0,360.0,628.0,33.4,5.0,1.0,1.0,0.0,52.8,1.0,Urban,N
LP005758,Male,No,1,Not Graduate,No,6312,0,667.0,60.0,637.0,34.1,5.0,5.0,3.0,2.0,403.6,0.6,Rural,N
LP005759,Male,Yes,0,Not Graduate,No,1610,2961,94.0,360.0,696.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP005760,Male,Yes,2,Graduate,No,8387,6692,800.0,84.0,661.0,72.1,2.0,,3.0,1.0,,0.75,Urban,N
LP005761,Female,No,3+,Graduate,,3445,2337,631.0,360.0,662.0,26.5,4.0,2.0,2.0,0.0,253.6,1.0,Urban,Y
LP005762,Female,No,2,Not Graduate,No,3995,0,275.0,480.0,572.0,28.5,4.0,2.0,0.0,2.0,209.1,0.0,Rural,N
LP005763,Female,Yes,0,Graduate,No,5163,1463,570.0,84.0,697.0,26.6,6.0,3.0,2.0,1.0,252.6,0.67,Urban,Y
LP005764,Male,Yes,0,Graduate,No,3685,2763,436.0,,601.0,21.3,2.0,7.0,4.0,3.0,372.6,0.57,Urban,N
LP005765,Female,No,0,Graduate,No,11807,4270,800.0,,781.0,19.0,6.0,4.0,4.0,0.0,500.0,1.0,Urban,Y
LP005766,Male,Yes,0,Graduate,No,3754,1555,161.0,360.0,777.0,48.4,8.0,2.0,2.0,0.0,420.7,1.0,Urban,Y
LP005767,Male,Yes,3+,Not Graduate,No,6065,0,293.0,12.0,664.0,34.7,7.0,2.0,2.0,0.0,220.4,1.0,Semiurban,N
LP005768,Male,No,1,Graduate,No,6223,4102,800.0,360.0,850.0,7.6,7.0,3.0,3.0,0.0,485.3,1.0,Semiurban,Y
LP005769,Male,Yes,1,Not Graduate,No,4560,0,,360.0,681.0,27.6,2.0,2.0,2.0,0.0,350.8,1.0,Rural,Y
LP005770,Female,Yes,2,Graduate,No,2770,0,278.0,360.0,786.0,23.4,6.0,1.0,1.0,0.0,143.0,,Semiurban,Y
LP005771,Male,Yes,1,Graduate,No,1200,0,59.0,360.0,819.0,4.8,6.0,1.0,1.0,0.0,28.2,1.0,Semiurban,Y
LP005772,Male,No,1,Graduate,No,8638,0,599.0,360.0,708.0,3.2,1.0,1.0,1.0,0.0,478.5,1.0,Semiurban,Y
LP005773,Male,Yes,0,Not Graduate,Yes,2387,0,95.0,180.0,562.0,26.4,6.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP005774,Male,No,0,Graduate,Yes,14854,0,800.0,240.0,706.0,12.9,6.0,0.0,0.0,0.0,0.0,0.0,Rural,Y
LP005775,Male,No,2,Graduate,No,3067,5595,793.0,360.0,657.0,11.4,3.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP005776,Male,Yes,2,Graduate,No,9524,0,151.0,360.0,777.0,11.8,2.0,3.0,3.0,0.0,110.9,1.0,Semiurban,Y
LP005777,Male,No,0,Graduate,Yes,4807,3129,123.0,360.0,711.0,43.6,4.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP005778,Male,Yes,1,Graduate,No,11496,2978,800.0,180.0,665.0,49.0,7.0,4.0,3.0,1.0,389.4,0.75,Semiurban,N
LP005779,Female,No,0,Not Graduate,,5584,0,327.0,360.0,776.0,16.2,3.0,1.0,1.0,0.0,129.9,1.0,Rural,Y
LP005780,Male,Yes,0,Graduate,No,5932,0,436.0,360.0,805.0,54.3,2.0,3.0,3.0,0.0,228.3,1.0,Rural,Y
LP005781,Male,No,0,Not Graduate,No,2221,687,165.0,360.0,642.0,41.1,3.0,1.0,1.0,0.0,217.7,1.0,Urban,N
LP005782,Male,Yes,2,Graduate,No,7017,0,611.0,360.0,682.0,12.2,6.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP005783,Male,Yes,0,Graduate,Yes,7764,0,371.0,240.0,622.0,25.9,3.0,6.0,3.0,3.0,476.7,0.5,Semiurban,N
LP005784,Male,No,1,Graduate,No,4937,0,172.0,360.0,643.0,31.9,4.0,2.0,1.0,1.0,123.7,0.5,Urban,N
LP005785,Male,Yes,0,Graduate,No,8604,3156,800.0,360.0,667.0,33.7,8.0,1.0,1.0,0.0,500.0,1.0,Urban,N
LP005786,Female,No,1,Graduate,,5690,1519,300.0,60.0,679.0,40.7,7.0,3.0,2.0,1.0,285.7,0.67,Urban,N
LP005787,Male,Yes,0,Graduate,No,9216,1349,,84.0,584.0,36.8,3.0,2.0,1.0,1.0,336.2,0.5,Urban,N
LP005788,Female,Yes,0,Not Graduate,No,4776,2792,163.0,480.0,630.0,13.5,6.0,0.0,0.0,,0.0,0.0,Urban,N
LP005789,Female,No,0,Graduate,No,8657,1904,800.0,360.0,592.0,33.2,5.0,1.0,1.0,0.0,500.0,,Rural,N
LP005790,Male,Yes,0,Graduate,No,5210,0,207.0,360.0,760.0,63.3,7.0,1.0,1.0,0.0,153.1,1.0,Urban,Y
LP005791,Male,No,0,Graduate,No,15283,2869,800.0,360.0,752.0,28.2,2.0,2.0,2.0,0.0,500.0,1.0,Semiurban,Y
LP005792,Male,Yes,2,Graduate,No,3635,0,310.0,240.0,773.0,33.6,6.0,2.0,2.0,0.0,242.6,1.0,Rural,Y
LP005793,Female,Yes,0,Graduate,No,4205,9035,358.0,360.0,750.0,20.1,0.0,4.0,4.0,0.0,264.9,1.0,Rural,Y
LP005794,Female,No,1,Graduate,No,2987,1253,155.0,360.0,644.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP005795,Male,Yes,1,Graduate,No,3524,0,,360.0,663.0,,5.0,2.0,1.0,1.0,172.6,0.5,Semiurban,N
LP005796,Female,Yes,1,Graduate,No,3259,1566,226.0,360.0,761.0,39.9,4.0,5.0,5.0,,299.9,1.0,Semiurban,Y
LP005797,Male,No,1,Graduate,No,15300,0,749.0,360.0,576.0,19.6,5.0,4.0,2.0,,500.0,0.5,Urban,N
LP005798,Female,Yes,2,Not Graduate,No,15604,3080,328.0,300.0,748.0,10.1,3.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP005799,Female,Yes,2,Graduate,,4141,4732,633.0,360.0,738.0,43.8,4.0,1.0,1.0,0.0,500.0,1.0,Urban,Y
LP005800,Male,No,0,Graduate,No,10441,0,354.0,120.0,753.0,60.3,2.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP005801,Male,No,1,Not Graduate,No,4037,1384,639.0,360.0,557.0,41.2,3.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP005802,Male,Yes,0,Not Graduate,No,5767,5760,338.0,360.0,672.0,12.8,4.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP005803,Male,Yes,0,Not Graduate,No,11176,0,800.0,360.0,615.0,13.5,5.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP005804,Female,No,0,Graduate,No,3867,452,411.0,300.0,770.0,43.0,6.0,4.0,4.0,0.0,46.4,1.0,Semiurban,Y
LP005805,Male,Yes,,Graduate,No,2440,0,114.0,480.0,817.0,38.4,2.0,1.0,1.0,0.0,34.1,1.0,Semiurban,Y
LP005806,Male,Yes,1,Graduate,No,5900,0,449.0,360.0,711.0,17.2,9.0,3.0,3.0,0.0,454.1,1.0,Urban,Y
LP005807,Male,No,1,Graduate,No,2739,2696,394.0,360.0,850.0,3.2,1.0,0.0,0.0,0.0,0.0,0.0,Rural,Y
LP005808,Female,Yes,0,Graduate,No,4544,0,72.0,360.0,651.0,35.4,,0.0,,0.0,0.0,0.0,Semiurban,N
LP005809,Male,Yes,0,Graduate,No,5415,9198,800.0,360.0,,7.6,7.0,1.0,1.0,0.0,495.6,1.0,Semiurban,Y
LP005810,Male,No,0,Graduate,No,6693,406,750.0,360.0,725.0,27.0,4.0,,0.0,0.0,0.0,0.0,Urban,Y
LP005811,Male,No,,Not Graduate,No,6741,3690,800.0,360.0,677.0,26.7,4.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
