Record_ID,Person_ID,Loan_Type,Loan_Amount,Loan_Date,Loan_Term_Months,Status,Lender
REC002243,PER00831,Personal Loan,34,2022-11-08,36,Repaid,HDFC Bank
REC002244,PER00831,Personal Loan,55,2022-06-24,48,Repaid,Tata Capital
REC002245,PER00831,Business Loan,163,2022-01-18,24,Active,Yes Bank
REC002246,PER00832,Two-Wheeler Loan,6,2018-03-12,36,Defaulted,Canara Bank
REC002247,PER00832,Gold Loan,19,2023-12-18,12,Repaid,LIC Housing Finance
REC002248,PER00832,Gold Loan,21,2020-04-15,60,Repaid,Tata Capital
REC002249,PER00832,Car Loan,122,2011-12-16,60,Repaid,Union Bank
REC002250,PER00832,Home Loan,212,2017-09-22,240,Repaid,Tata Capital
REC002251,PER00833,Gold Loan,21,2023-07-12,60,Active,PNB
REC002252,PER00833,Personal Loan,34,2017-07-11,36,Repaid,Bank of Baroda
REC002253,PER00833,Personal Loan,29,2013-05-08,36,Active,LIC Housing Finance
REC002254,PER00833,Car Loan,91,2016-03-14,48,Active,LIC Housing Finance
REC002255,PER00834,Personal Loan,84,2014-04-15,48,Active,PNB
REC002256,PER00835,Education Loan,23,2020-03-28,36,Active,Bank of Baroda
REC002257,PER00835,Car Loan,73,2011-11-25,48,Repaid,Bank of Baroda
REC002258,PER00835,Two-Wheeler Loan,4,2012-01-04,48,Repaid,LIC Housing Finance
REC002259,PER00835,Education Loan,34,2010-10-28,48,Active,Bajaj Finserv
REC002260,PER00835,Education Loan,150,2021-05-14,84,Active,ICICI Bank
REC002261,PER00835,Home Loan,69,2017-10-27,120,Active,Axis Bank
REC002262,PER00836,Education Loan,56,2019-09-13,60,Repaid,ICICI Bank
REC002263,PER00837,Education Loan,50,2021-05-16,60,Repaid,IDBI Bank
REC002264,PER00837,Home Loan,245,2025-08-06,360,Repaid,SBI
REC002265,PER00837,Home Loan,142,2024-12-11,300,Active,Kotak Mahindra
REC002266,PER00837,Home Loan,70,2024-04-12,240,Active,LIC Housing Finance
REC002267,PER00837,Education Loan,68,2025-02-15,60,Repaid,Union Bank
REC002268,PER00838,Consumer Durable Loan,10,2016-07-09,48,Active,Axis Bank
REC002269,PER00838,Home Loan,201,2014-05-17,240,Active,Tata Capital
REC002270,PER00838,Personal Loan,56,2017-05-10,48,Repaid,Canara Bank
REC002271,PER00838,Business Loan,43,2012-07-02,12,Repaid,PNB
REC002272,PER00840,Personal Loan,33,2024-03-13,60,Defaulted,HDFC Bank
REC002273,PER00840,Personal Loan,18,2014-11-04,60,Repaid,Kotak Mahindra
REC002274,PER00840,Business Loan,55,2021-09-12,60,Repaid,Kotak Mahindra
REC002275,PER00841,Education Loan,84,2023-05-27,84,Repaid,Union Bank
REC002276,PER00841,Personal Loan,59,2021-02-18,12,Repaid,SBI
REC002277,PER00842,Education Loan,26,2010-03-04,84,Active,IndusInd Bank
REC002278,PER00842,Home Loan,325,2019-08-24,120,Repaid,LIC Housing Finance
REC002279,PER00842,Home Loan,103,2023-07-26,180,Repaid,Axis Bank
REC002280,PER00842,Personal Loan,91,2012-01-08,36,Repaid,HDFC Bank
REC002281,PER00843,Personal Loan,19,2019-03-09,12,Repaid,Canara Bank
REC002282,PER00843,Personal Loan,36,2010-11-28,24,Repaid,SBI
REC002283,PER00843,Home Loan,180,2019-07-16,300,Repaid,Bank of Baroda
REC002284,PER00843,Car Loan,33,2024-07-20,84,Active,IDBI Bank
REC002285,PER00843,Home Loan,145,2018-06-23,180,Repaid,Tata Capital
REC002286,PER00844,Car Loan,50,2025-04-10,36,Active,PNB
REC002287,PER00844,Personal Loan,12,2016-01-02,36,Repaid,LIC Housing Finance
REC002288,PER00845,Education Loan,72,2022-02-20,84,Repaid,HDFC Bank
REC002289,PER00845,Home Loan,90,2014-12-28,240,Active,HDFC Bank
REC002290,PER00845,Consumer Durable Loan,5,2014-02-24,60,Active,Tata Capital
REC002291,PER00845,Home Loan,293,2023-03-07,300,Defaulted,Union Bank
REC002292,PER00846,Home Loan,193,2013-02-07,120,Defaulted,Axis Bank
REC002293,PER00846,Car Loan,47,2024-04-03,84,Repaid,Axis Bank
REC002294,PER00846,Education Loan,43,2014-11-17,36,Repaid,LIC Housing Finance
REC002295,PER00846,Home Loan,354,2023-11-09,240,Repaid,Canara Bank
REC002296,PER00847,Home Loan,92,2021-07-26,240,Defaulted,Tata Capital
REC002297,PER00849,Personal Loan,14,2012-02-15,48,Defaulted,Kotak Mahindra
REC002298,PER00849,Home Loan,140,2022-04-01,180,Defaulted,Axis Bank
REC002299,PER00849,Car Loan,151,2020-10-10,48,Repaid,IDBI Bank
REC002300,PER00849,Business Loan,121,2023-11-24,48,Repaid,LIC Housing Finance
REC002301,PER00849,Education Loan,38,2021-02-08,60,Repaid,IndusInd Bank
REC002302,PER00850,Home Loan,330,2024-12-13,360,Repaid,Bajaj Finserv
REC002303,PER00850,Consumer Durable Loan,3,2012-08-19,60,Defaulted,Bank of Baroda
REC002304,PER00850,Personal Loan,31,2017-08-17,60,Defaulted,IDBI Bank
REC002305,PER00850,Personal Loan,23,2010-08-06,36,Defaulted,IDBI Bank
REC002306,PER00851,Car Loan,54,2021-05-25,60,Repaid,Canara Bank
REC002307,PER00851,Home Loan,182,2010-11-24,180,Repaid,IndusInd Bank
REC002308,PER00851,Personal Loan,100,2010-11-16,48,Active,IndusInd Bank
REC002309,PER00852,Home Loan,479,2017-03-19,180,Active,IDBI Bank
REC002310,PER00852,Personal Loan,41,2022-07-26,60,Defaulted,Bank of Baroda
REC002311,PER00853,Car Loan,53,2014-06-15,48,Repaid,PNB
REC002312,PER00853,Car Loan,47,2010-12-16,36,Active,SBI
REC002313,PER00854,Business Loan,58,2013-01-22,60,Repaid,Tata Capital
REC002314,PER00854,Personal Loan,29,2018-12-27,60,Defaulted,Kotak Mahindra
REC002315,PER00855,Personal Loan,15,2016-07-20,60,Repaid,Union Bank
REC002316,PER00855,Personal Loan,38,2021-04-23,60,Active,Kotak Mahindra
REC002317,PER00855,Car Loan,54,2019-02-21,84,Repaid,ICICI Bank
REC002318,PER00855,Business Loan,102,2020-08-12,36,Active,Yes Bank
REC002319,PER00855,Personal Loan,31,2015-07-13,36,Repaid,SBI
REC002320,PER00855,Car Loan,38,2022-12-21,60,Active,IDBI Bank
REC002321,PER00855,Home Loan,377,2019-05-16,120,Repaid,Bajaj Finserv
REC002322,PER00856,Personal Loan,22,2012-05-21,24,Repaid,Yes Bank
REC002323,PER00856,Gold Loan,7,2025-06-23,24,Defaulted,Kotak Mahindra
REC002324,PER00858,Personal Loan,7,2023-03-17,48,Defaulted,Axis Bank
REC002325,PER00858,Gold Loan,25,2010-10-12,12,Defaulted,HDFC Bank
REC002326,PER00858,Car Loan,48,2012-03-05,60,Defaulted,PNB
REC002327,PER00858,Personal Loan,100,2018-05-04,24,Defaulted,Bank of Baroda
REC002328,PER00858,Personal Loan,26,2014-04-23,60,Repaid,Bajaj Finserv
REC002329,PER00859,Personal Loan,42,2014-01-08,48,Active,PNB
REC002330,PER00859,Personal Loan,16,2014-04-13,36,Repaid,Axis Bank
REC002331,PER00859,Business Loan,163,2020-05-14,36,Repaid,Kotak Mahindra
REC002332,PER00859,Personal Loan,33,2010-05-28,48,Active,Bajaj Finserv
REC002333,PER00859,Car Loan,58,2010-03-06,36,Repaid,LIC Housing Finance
REC002334,PER00861,Consumer Durable Loan,11,2011-01-05,36,Repaid,Canara Bank
REC002335,PER00861,Education Loan,70,2024-09-16,48,Repaid,LIC Housing Finance
REC002336,PER00861,Home Loan,151,2011-05-11,120,Repaid,HDFC Bank
REC002337,PER00861,Education Loan,27,2018-06-18,60,Repaid,SBI
REC002338,PER00861,Personal Loan,44,2012-11-04,24,Repaid,Yes Bank
REC002339,PER00861,Gold Loan,10,2016-12-08,60,Repaid,PNB
REC002340,PER00862,Personal Loan,22,2022-12-19,36,Active,Bajaj Finserv
REC002341,PER00863,Car Loan,42,2018-10-11,60,Active,Bajaj Finserv
REC002342,PER00864,Home Loan,120,2015-10-17,180,Defaulted,Union Bank
REC002343,PER00864,Car Loan,94,2013-04-04,60,Active,HDFC Bank
REC002344,PER00864,Personal Loan,7,2012-11-01,12,Defaulted,SBI
REC002345,PER00864,Education Loan,52,2022-08-11,36,Repaid,Bank of Baroda
REC002346,PER00865,Car Loan,42,2021-04-19,84,Active,Kotak Mahindra
REC002347,PER00865,Car Loan,46,2014-11-17,60,Active,Canara Bank
REC002348,PER00866,Car Loan,51,2023-04-04,60,Repaid,PNB
REC002349,PER00866,Two-Wheeler Loan,18,2012-11-23,12,Active,Bank of Baroda
REC002350,PER00867,Education Loan,34,2025-11-22,36,Repaid,SBI
REC002351,PER00867,Car Loan,35,2012-08-01,48,Repaid,Tata Capital
REC002352,PER00868,Business Loan,132,2024-03-22,48,Repaid,Canara Bank
REC002353,PER00868,Home Loan,200,2017-06-02,360,Defaulted,ICICI Bank
REC002354,PER00868,Education Loan,38,2021-03-16,48,Defaulted,Axis Bank
REC002355,PER00869,Home Loan,113,2018-11-04,360,Active,IDBI Bank
REC002356,PER00869,Car Loan,102,2022-10-03,36,Active,IndusInd Bank
REC002357,PER00869,Home Loan,142,2025-03-16,180,Repaid,IDBI Bank
REC002358,PER00869,Gold Loan,5,2025-05-01,48,Repaid,Tata Capital
REC002359,PER00869,Car Loan,42,2023-06-19,84,Active,IDBI Bank
REC002360,PER00870,Home Loan,104,2016-06-15,180,Repaid,Bajaj Finserv
REC002361,PER00870,Personal Loan,100,2019-02-04,48,Repaid,Bank of Baroda
REC002362,PER00870,Home Loan,180,2012-10-01,240,Active,Bajaj Finserv
REC002363,PER00871,Education Loan,27,2013-09-18,60,Active,PNB
REC002364,PER00871,Home Loan,166,2017-03-07,240,Defaulted,Yes Bank
REC002365,PER00871,Two-Wheeler Loan,4,2013-08-22,60,Defaulted,PNB
REC002366,PER00872,Business Loan,100,2019-06-01,12,Repaid,IndusInd Bank
REC002367,PER00872,Consumer Durable Loan,7,2014-04-08,12,Active,HDFC Bank
REC002368,PER00873,Personal Loan,14,2020-12-11,60,Repaid,Tata Capital
REC002369,PER00873,Personal Loan,51,2017-06-19,60,Active,SBI
REC002370,PER00873,Personal Loan,9,2018-11-13,24,Active,LIC Housing Finance
REC002371,PER00873,Personal Loan,64,2024-10-18,36,Repaid,ICICI Bank
REC002372,PER00873,Home Loan,203,2025-02-22,300,Repaid,Axis Bank
REC002373,PER00873,Consumer Durable Loan,6,2011-10-03,12,Repaid,Bajaj Finserv
REC002374,PER00874,Personal Loan,23,2011-08-18,24,Active,Union Bank
REC002375,PER00874,Gold Loan,38,2021-03-07,36,Repaid,LIC Housing Finance
REC002376,PER00875,Home Loan,300,2016-11-18,180,Repaid,PNB
REC002377,PER00877,Personal Loan,25,2016-10-19,24,Repaid,Union Bank
REC002378,PER00877,Business Loan,142,2021-09-24,24,Repaid,Kotak Mahindra
REC002379,PER00877,Education Loan,49,2025-05-07,84,Defaulted,LIC Housing Finance
REC002380,PER00877,Business Loan,197,2021-06-20,48,Active,IndusInd Bank
REC002381,PER00877,Car Loan,46,2022-06-19,84,Defaulted,LIC Housing Finance
REC002382,PER00877,Car Loan,74,2020-07-14,84,Repaid,Bajaj Finserv
REC002383,PER00877,Personal Loan,88,2012-10-05,48,Active,IndusInd Bank
REC002384,PER00877,Car Loan,37,2012-05-24,60,Repaid,Tata Capital
REC002385,PER00878,Gold Loan,9,2014-04-28,60,Active,IndusInd Bank
REC002386,PER00879,Personal Loan,39,2013-08-12,36,Active,IndusInd Bank
REC002387,PER00879,Consumer Durable Loan,7,2021-07-17,48,Active,HDFC Bank
REC002388,PER00879,Home Loan,257,2024-01-11,120,Repaid,Tata Capital
REC002389,PER00879,Car Loan,81,2021-03-13,36,Repaid,Axis Bank
REC002390,PER00879,Education Loan,103,2024-11-23,60,Active,Bajaj Finserv
REC002391,PER00880,Car Loan,45,2016-08-23,48,Repaid,SBI
REC002392,PER00880,Home Loan,76,2012-03-10,300,Repaid,SBI
REC002393,PER00880,Car Loan,91,2015-06-13,84,Active,Union Bank
REC002394,PER00880,Two-Wheeler Loan,6,2018-11-20,48,Active,Canara Bank
REC002395,PER00882,Business Loan,26,2013-04-10,12,Repaid,Kotak Mahindra
REC002396,PER00882,Gold Loan,16,2021-11-17,36,Repaid,ICICI Bank
REC002397,PER00882,Home Loan,253,2023-12-16,300,Repaid,ICICI Bank
REC002398,PER00882,Car Loan,46,2022-05-10,48,Active,IndusInd Bank
REC002399,PER00882,Education Loan,51,2023-09-16,48,Repaid,Bank of Baroda
REC002400,PER00883,Home Loan,136,2016-05-18,300,Repaid,HDFC Bank
REC002401,PER00883,Car Loan,22,2019-12-08,60,Defaulted,ICICI Bank
REC002402,PER00884,Personal Loan,7,2013-12-13,24,Defaulted,Kotak Mahindra
REC002403,PER00884,Home Loan,114,2020-02-04,120,Repaid,Tata Capital
REC002404,PER00886,Personal Loan,43,2018-08-02,24,Repaid,PNB
REC002405,PER00886,Gold Loan,22,2010-10-05,12,Repaid,Bank of Baroda
REC002406,PER00886,Home Loan,278,2021-08-04,180,Defaulted,SBI
REC002407,PER00887,Home Loan,104,2025-04-22,300,Repaid,IDBI Bank
REC002408,PER00887,Education Loan,31,2025-06-12,48,Repaid,Bajaj Finserv
REC002409,PER00887,Education Loan,63,2018-06-07,36,Defaulted,SBI
REC002410,PER00887,Car Loan,43,2021-01-02,60,Active,HDFC Bank
REC002411,PER00888,Personal Loan,10,2023-09-02,48,Repaid,ICICI Bank
REC002412,PER00889,Home Loan,248,2017-04-18,360,Repaid,HDFC Bank
REC002413,PER00889,Education Loan,50,2021-02-21,48,Repaid,LIC Housing Finance
REC002414,PER00889,Personal Loan,23,2015-01-17,24,Active,Union Bank
REC002415,PER00890,Car Loan,40,2021-04-25,48,Active,Kotak Mahindra
REC002416,PER00890,Home Loan,135,2019-04-24,180,Repaid,IDBI Bank
REC002417,PER00890,Car Loan,34,2020-04-04,36,Repaid,Bajaj Finserv
REC002418,PER00891,Personal Loan,12,2017-03-18,12,Repaid,Union Bank
REC002419,PER00891,Gold Loan,3,2019-09-17,60,Active,PNB
REC002420,PER00891,Education Loan,60,2011-10-25,36,Repaid,Kotak Mahindra
REC002421,PER00892,Two-Wheeler Loan,4,2012-08-16,60,Repaid,Bank of Baroda
REC002422,PER00892,Car Loan,103,2014-06-18,48,Active,HDFC Bank
REC002423,PER00892,Gold Loan,16,2013-05-26,24,Repaid,Canara Bank
REC002424,PER00892,Car Loan,27,2013-10-26,36,Repaid,IndusInd Bank
REC002425,PER00892,Personal Loan,28,2024-05-05,36,Active,ICICI Bank
REC002426,PER00893,Home Loan,99,2022-06-09,180,Active,LIC Housing Finance
REC002427,PER00893,Home Loan,92,2024-06-19,360,Defaulted,Axis Bank
REC002428,PER00894,Personal Loan,54,2012-06-05,12,Repaid,PNB
REC002429,PER00894,Personal Loan,29,2010-04-10,36,Active,Axis Bank
REC002430,PER00894,Home Loan,125,2010-01-27,180,Repaid,Yes Bank
REC002431,PER00895,Personal Loan,35,2010-02-04,48,Repaid,IDBI Bank
REC002432,PER00895,Education Loan,66,2018-03-23,84,Repaid,Union Bank
REC002433,PER00895,Personal Loan,35,2017-06-14,60,Repaid,Kotak Mahindra
REC002434,PER00896,Two-Wheeler Loan,12,2017-08-22,36,Repaid,Kotak Mahindra
REC002435,PER00896,Home Loan,283,2014-03-22,300,Repaid,Bank of Baroda
REC002436,PER00897,Home Loan,123,2021-07-18,360,Repaid,IndusInd Bank
REC002437,PER00897,Car Loan,97,2012-09-06,60,Repaid,Tata Capital
REC002438,PER00897,Home Loan,125,2025-01-19,360,Repaid,SBI
REC002439,PER00897,Home Loan,54,2011-04-22,120,Repaid,Axis Bank
REC002440,PER00898,Two-Wheeler Loan,2,2010-11-12,24,Repaid,Bajaj Finserv
REC002441,PER00898,Home Loan,115,2025-05-08,120,Repaid,Kotak Mahindra
REC002442,PER00899,Home Loan,368,2018-03-11,300,Active,Kotak Mahindra
REC002443,PER00899,Business Loan,104,2014-07-04,60,Defaulted,LIC Housing Finance
REC002444,PER00899,Home Loan,171,2012-09-22,240,Repaid,Kotak Mahindra
REC002445,PER00899,Gold Loan,33,2020-02-06,60,Repaid,SBI
REC002446,PER00899,Gold Loan,10,2015-11-06,12,Repaid,Tata Capital
REC002447,PER00900,Education Loan,24,2021-04-01,48,Repaid,LIC Housing Finance
REC002448,PER00900,Personal Loan,58,2015-02-16,60,Repaid,IndusInd Bank
REC002449,PER00900,Consumer Durable Loan,7,2020-03-05,24,Repaid,Union Bank
REC002450,PER00900,Business Loan,184,2023-05-21,24,Repaid,HDFC Bank
REC002451,PER00901,Home Loan,85,2022-02-13,180,Repaid,IndusInd Bank
REC002452,PER00902,Two-Wheeler Loan,10,2023-04-15,12,Repaid,Yes Bank
REC002453,PER00902,Personal Loan,52,2016-04-21,24,Active,PNB
REC002454,PER00903,Car Loan,54,2013-07-26,84,Active,Yes Bank
REC002455,PER00905,Personal Loan,30,2023-07-25,12,Active,Yes Bank
REC002456,PER00906,Personal Loan,22,2025-08-17,60,Repaid,Axis Bank
REC002457,PER00906,Home Loan,195,2021-04-07,240,Repaid,Axis Bank
REC002458,PER00906,Personal Loan,40,2024-04-22,60,Active,Tata Capital
REC002459,PER00906,Car Loan,48,2010-03-23,60,Repaid,ICICI Bank
REC002460,PER00907,Consumer Durable Loan,5,2010-11-01,24,Active,IDBI Bank
REC002461,PER00907,Home Loan,134,2020-08-18,300,Defaulted,SBI
REC002462,PER00907,Two-Wheeler Loan,3,2013-05-20,48,Active,LIC Housing Finance
REC002463,PER00907,Gold Loan,6,2023-10-14,24,Repaid,IndusInd Bank
REC002464,PER00908,Personal Loan,28,2018-07-28,12,Active,Bajaj Finserv
REC002465,PER00908,Home Loan,331,2023-02-05,120,Defaulted,HDFC Bank
REC002466,PER00908,Home Loan,115,2011-12-04,360,Defaulted,Kotak Mahindra
REC002467,PER00909,Home Loan,88,2014-05-11,240,Active,IndusInd Bank
REC002468,PER00909,Personal Loan,53,2011-08-09,24,Active,SBI
REC002469,PER00909,Personal Loan,37,2012-01-13,48,Repaid,Yes Bank
REC002470,PER00910,Personal Loan,35,2016-11-09,60,Repaid,Canara Bank
REC002471,PER00910,Consumer Durable Loan,10,2024-12-02,12,Repaid,Bank of Baroda
REC002472,PER00910,Personal Loan,49,2025-08-09,24,Repaid,LIC Housing Finance
REC002473,PER00910,Consumer Durable Loan,9,2014-08-07,12,Repaid,Union Bank
REC002474,PER00910,Gold Loan,15,2015-07-15,24,Active,IndusInd Bank
REC002475,PER00911,Education Loan,69,2019-09-22,84,Active,SBI
REC002476,PER00912,Education Loan,33,2014-08-09,36,Active,Bajaj Finserv
REC002477,PER00913,Home Loan,297,2010-07-12,360,Repaid,HDFC Bank
REC002478,PER00914,Home Loan,175,2011-04-18,300,Defaulted,Tata Capital
REC002479,PER00914,Personal Loan,21,2022-05-11,48,Defaulted,Canara Bank
REC002480,PER00914,Personal Loan,35,2024-09-20,24,Repaid,Yes Bank
REC002481,PER00914,Car Loan,43,2014-12-22,84,Repaid,Bank of Baroda
REC002482,PER00915,Personal Loan,22,2024-11-05,36,Repaid,ICICI Bank
REC002483,PER00915,Personal Loan,48,2016-11-18,48,Active,Union Bank
REC002484,PER00915,Home Loan,203,2011-03-09,300,Repaid,Union Bank
REC002485,PER00915,Home Loan,105,2016-07-21,300,Defaulted,SBI
REC002486,PER00917,Business Loan,57,2011-05-12,60,Active,Tata Capital
REC002487,PER00917,Home Loan,241,2017-08-04,300,Repaid,LIC Housing Finance
REC002488,PER00918,Education Loan,23,2025-08-21,36,Active,PNB
REC002489,PER00918,Business Loan,109,2013-11-07,48,Repaid,HDFC Bank
REC002490,PER00918,Home Loan,161,2010-06-21,180,Defaulted,ICICI Bank
REC002491,PER00918,Home Loan,309,2021-11-08,180,Defaulted,Bajaj Finserv
REC002492,PER00918,Business Loan,176,2011-11-09,36,Active,Axis Bank
REC002493,PER00918,Business Loan,187,2019-08-12,60,Defaulted,SBI
REC002494,PER00918,Personal Loan,20,2023-05-09,12,Defaulted,ICICI Bank
REC002495,PER00919,Home Loan,188,2011-05-14,120,Repaid,Kotak Mahindra
REC002496,PER00919,Business Loan,77,2015-02-17,48,Repaid,Axis Bank
REC002497,PER00919,Education Loan,58,2015-11-21,36,Repaid,Canara Bank
REC002498,PER00920,Two-Wheeler Loan,11,2019-03-05,12,Defaulted,IDBI Bank
REC002499,PER00921,Car Loan,41,2014-12-01,36,Defaulted,Canara Bank
REC002500,PER00922,Home Loan,254,2010-03-17,360,Repaid,IDBI Bank
REC002501,PER00922,Car Loan,24,2012-09-24,84,Repaid,PNB
REC002502,PER00922,Personal Loan,37,2023-08-17,48,Repaid,Bajaj Finserv
REC002503,PER00922,Education Loan,75,2019-11-02,48,Defaulted,IndusInd Bank
REC002504,PER00923,Personal Loan,34,2025-04-23,60,Active,Yes Bank
REC002505,PER00923,Education Loan,55,2022-07-08,84,Repaid,Canara Bank
REC002506,PER00924,Home Loan,313,2012-05-14,300,Repaid,PNB
REC002507,PER00924,Gold Loan,9,2025-12-26,24,Repaid,IDBI Bank
REC002508,PER00925,Education Loan,32,2024-10-03,84,Repaid,HDFC Bank
REC002509,PER00926,Education Loan,24,2018-09-03,84,Repaid,Yes Bank
REC002510,PER00926,Home Loan,301,2012-05-22,120,Defaulted,IndusInd Bank
REC002511,PER00927,Personal Loan,26,2024-02-03,60,Repaid,ICICI Bank
REC002512,PER00927,Education Loan,52,2013-03-26,36,Repaid,Kotak Mahindra
REC002513,PER00927,Education Loan,52,2023-08-10,36,Active,Bajaj Finserv
REC002514,PER00928,Home Loan,253,2010-01-14,120,Repaid,SBI
REC002515,PER00929,Personal Loan,20,2012-10-26,60,Defaulted,LIC Housing Finance
REC002516,PER00929,Home Loan,207,2020-06-02,240,Active,Union Bank
REC002517,PER00929,Personal Loan,60,2021-04-16,48,Active,Kotak Mahindra
REC002518,PER00929,Home Loan,197,2014-06-14,240,Active,Bajaj Finserv
REC002519,PER00930,Home Loan,233,2014-11-03,120,Defaulted,Yes Bank
REC002520,PER00930,Education Loan,71,2016-07-05,48,Defaulted,Bajaj Finserv
REC002521,PER00930,Home Loan,360,2011-04-28,120,Active,IndusInd Bank
REC002522,PER00930,Two-Wheeler Loan,4,2011-03-14,60,Repaid,Tata Capital
REC002523,PER00930,Home Loan,96,2010-01-28,360,Defaulted,SBI
REC002524,PER00931,Education Loan,76,2011-12-13,36,Defaulted,ICICI Bank
REC002525,PER00931,Gold Loan,18,2019-05-05,36,Defaulted,IndusInd Bank
REC002526,PER00931,Home Loan,139,2024-04-09,180,Defaulted,Bank of Baroda
REC002527,PER00932,Car Loan,30,2020-07-12,84,Active,PNB
REC002528,PER00934,Home Loan,392,2020-08-28,360,Active,HDFC Bank
REC002529,PER00934,Personal Loan,36,2020-12-18,36,Repaid,Yes Bank
REC002530,PER00935,Personal Loan,48,2021-05-22,24,Active,HDFC Bank
REC002531,PER00935,Home Loan,464,2013-05-07,360,Active,LIC Housing Finance
REC002532,PER00935,Home Loan,207,2025-08-03,240,Repaid,Kotak Mahindra
REC002533,PER00936,Car Loan,42,2024-12-24,84,Active,Yes Bank
REC002534,PER00937,Car Loan,82,2021-03-12,84,Repaid,Canara Bank
REC002535,PER00938,Consumer Durable Loan,6,2019-04-26,48,Active,IDBI Bank
REC002536,PER00938,Personal Loan,36,2016-05-07,12,Repaid,Yes Bank
REC002537,PER00938,Home Loan,184,2020-09-22,180,Defaulted,IDBI Bank
REC002538,PER00938,Car Loan,40,2023-09-25,36,Active,LIC Housing Finance
REC002539,PER00938,Car Loan,63,2022-06-05,84,Defaulted,SBI
REC002540,PER00939,Home Loan,245,2010-08-05,360,Active,Canara Bank
REC002541,PER00939,Home Loan,205,2023-04-05,240,Repaid,Bank of Baroda
REC002542,PER00939,Car Loan,33,2023-07-15,48,Repaid,HDFC Bank
REC002543,PER00940,Education Loan,48,2023-09-17,60,Repaid,LIC Housing Finance
REC002544,PER00940,Car Loan,64,2025-12-20,36,Active,Axis Bank
REC002545,PER00941,Home Loan,154,2019-08-01,120,Active,LIC Housing Finance
REC002546,PER00941,Education Loan,34,2014-07-10,36,Repaid,ICICI Bank
REC002547,PER00941,Education Loan,75,2023-06-18,84,Active,Union Bank
REC002548,PER00942,Education Loan,58,2011-09-14,36,Repaid,Tata Capital
REC002549,PER00942,Consumer Durable Loan,6,2014-09-20,36,Active,PNB
REC002550,PER00943,Education Loan,37,2015-03-13,60,Repaid,Bank of Baroda
REC002551,PER00943,Home Loan,85,2025-04-07,300,Repaid,Axis Bank
REC002552,PER00943,Home Loan,310,2015-01-20,120,Repaid,Bank of Baroda
REC002553,PER00943,Education Loan,15,2016-04-17,84,Active,Yes Bank
REC002554,PER00943,Education Loan,34,2010-09-17,48,Active,SBI
REC002555,PER00943,Personal Loan,16,2016-07-11,24,Active,SBI
REC002556,PER00943,Personal Loan,39,2023-01-20,48,Repaid,Canara Bank
REC002557,PER00944,Home Loan,334,2021-12-01,120,Repaid,PNB
REC002558,PER00945,Car Loan,113,2015-01-27,84,Repaid,SBI
REC002559,PER00945,Personal Loan,40,2024-04-21,24,Active,PNB
REC002560,PER00945,Personal Loan,14,2021-12-02,12,Repaid,LIC Housing Finance
REC002561,PER00945,Business Loan,349,2019-04-03,12,Repaid,IDBI Bank
REC002562,PER00946,Car Loan,87,2021-04-02,36,Repaid,Bajaj Finserv
REC002563,PER00946,Education Loan,38,2012-07-01,84,Repaid,Axis Bank
REC002564,PER00946,Car Loan,25,2015-03-22,48,Repaid,Tata Capital
REC002565,PER00947,Education Loan,21,2020-08-05,36,Repaid,Axis Bank
REC002566,PER00948,Education Loan,69,2011-05-11,84,Repaid,Tata Capital
REC002567,PER00948,Gold Loan,7,2017-01-12,36,Repaid,PNB
REC002568,PER00948,Education Loan,17,2021-05-03,36,Defaulted,PNB
REC002569,PER00948,Car Loan,57,2021-11-12,60,Repaid,IndusInd Bank
REC002570,PER00948,Personal Loan,16,2018-11-03,60,Repaid,ICICI Bank
REC002571,PER00949,Home Loan,321,2016-07-09,360,Repaid,PNB
REC002572,PER00949,Personal Loan,27,2020-08-24,24,Repaid,Union Bank
REC002573,PER00949,Car Loan,29,2010-05-23,36,Repaid,ICICI Bank
REC002574,PER00949,Home Loan,137,2021-02-17,120,Defaulted,PNB
REC002575,PER00950,Education Loan,41,2023-07-03,60,Repaid,Union Bank
REC002576,PER00950,Home Loan,175,2025-03-11,360,Repaid,ICICI Bank
REC002577,PER00951,Home Loan,250,2023-02-06,120,Repaid,SBI
REC002578,PER00951,Business Loan,156,2015-01-10,24,Defaulted,Tata Capital
REC002579,PER00951,Car Loan,59,2010-10-18,84,Active,HDFC Bank
REC002580,PER00952,Home Loan,233,2020-07-13,180,Repaid,Canara Bank
REC002581,PER00952,Car Loan,50,2014-11-03,84,Repaid,Kotak Mahindra
REC002582,PER00952,Gold Loan,13,2025-07-14,48,Repaid,PNB
REC002583,PER00953,Personal Loan,11,2013-12-03,48,Defaulted,Canara Bank
REC002584,PER00953,Personal Loan,7,2024-10-05,12,Active,HDFC Bank
REC002585,PER00953,Two-Wheeler Loan,2,2021-03-04,48,Repaid,Kotak Mahindra
REC002586,PER00954,Personal Loan,20,2016-11-17,12,Repaid,Canara Bank
REC002587,PER00954,Car Loan,41,2023-09-03,48,Repaid,SBI
REC002588,PER00954,Two-Wheeler Loan,20,2025-04-26,60,Defaulted,SBI
REC002589,PER00955,Personal Loan,11,2018-12-12,24,Repaid,IndusInd Bank
REC002590,PER00955,Car Loan,29,2013-09-27,48,Repaid,Kotak Mahindra
REC002591,PER00955,Car Loan,53,2019-09-10,84,Defaulted,PNB
